NetworkScore,Age,Tenure,MonthlyCharge,NumOfProducts,HasInternetService,IsActiveMember,EstimatedMonthlyUsage,Exited,region_East,region_North,region_South,region_West,gender_Female,gender_Male,gender_Other
0.9697,0.4808,0.9,0.4092,0.6667,0,1,0.2446,0,0,1,0,0,0,1,0
0.6768,0.3846,0.65,0.8886,0,0,1,0.6707,0,0,0,1,0,0,0,1
0.3737,0.9231,0.55,0.9461,0.6667,0,1,0.6209,0,1,0,0,0,0,1,0
0.7879,0.3846,0.65,0.2001,0.6667,0,1,0.3221,1,0,1,0,0,1,0,0
1,0.6538,0.2,0.0368,0.6667,0,0,0.4091,0,0,0,0,1,1,0,0
0.0404,0.2308,0,0.0719,0.6667,0,1,0.4508,0,0,1,0,0,0,1,0
0.8081,0.4423,0,0.6683,1,1,0,0.5763,1,1,0,0,0,1,0,0
0.4343,0.4615,0.05,0.6158,0.3333,1,0,0.5178,1,1,0,0,0,1,0,0
0.5152,0.3269,0.05,0.9244,0,1,0,0.4982,0,0,0,1,0,0,1,0
0.9596,0.5385,0,0.8299,0.3333,1,1,0.5505,1,0,0,0,1,1,0,0
0.0404,0.7885,0.85,0.4038,0,1,0,0.0423,1,0,1,0,0,1,0,0
0.4343,0.25,0.35,0.404,0,0,1,0.9696,1,0,1,0,0,1,0,0
0.5152,0.9615,0.85,0.7214,0.3333,0,0,0.7899,1,1,0,0,0,0,0,1
0.9697,0.7115,0.9,0.5619,1,0,0,0.1115,1,1,0,0,0,0,0,1
0.202,0.25,0,0.3402,0,1,0,0.0597,1,0,0,1,0,0,1,0
0.6263,0.25,0.55,0.2403,0.3333,1,1,0.0465,1,0,1,0,0,0,0,1
0.2525,0.2115,0.3,0.0789,1,1,0,0.145,1,1,0,0,0,1,0,0
0.3939,0,0.1,0.1255,0.3333,0,1,0.3941,1,0,0,1,0,0,0,1
0.1111,0.5769,0.05,0.1095,0,1,1,0.2242,1,0,0,0,1,0,1,0
0.7071,0.5,0.05,0.8601,0.6667,0,0,0.6849,0,0,0,1,0,0,1,0
0.2727,0.5385,0.6,0.9179,0.6667,0,0,0.6849,1,0,0,0,1,1,0,0
0.1111,0.5962,0.9,0.119,1,0,1,0.9814,1,0,1,0,0,1,0,0
0.6869,0.7692,0.75,0.7162,0,0,0,0.1092,1,1,0,0,0,1,0,0
0.1616,0.5962,0.85,0.1583,0,1,1,0.7013,0,0,0,0,1,0,0,1
0.3333,0.4615,0.1,0.7995,1,1,0,0.6255,1,0,1,0,0,1,0,0
0.7576,0.7115,0.05,0.0951,0,1,0,0.8089,0,1,0,0,0,0,1,0
0.0707,0.4038,0.8,0.2384,1,1,0,0.2817,0,0,0,0,1,0,0,1
0.0505,0.3077,1,0.1148,0.6667,1,1,0.1993,1,0,0,1,0,1,0,0
0.4242,0.0577,0.7,0.6743,1,1,0,0.8168,1,0,1,0,0,0,0,1
0.5152,0.7692,0.2,0.0784,0,1,1,0.1304,0,0,0,1,0,1,0,0
0.4949,0.6923,0.2,0.6141,1,0,0,0.2704,0,1,0,0,0,0,1,0
0.5758,0.5,0.95,0.4984,0,1,1,0.6882,0,0,1,0,0,0,1,0
0.5152,0.7885,0.25,0.7452,1,1,0,0.0235,1,0,1,0,0,0,0,1
0.6869,0.1154,0.6,0.5284,0.6667,1,1,0.2838,0,0,0,1,0,0,0,1
0.7677,0.1923,0.5,0.6181,0,0,0,0.6485,1,0,0,0,1,0,1,0
0.9899,0.8654,0.7,0.4297,0,0,1,0.3874,0,0,0,0,1,0,1,0
0.0404,0.6154,0.7,0.6748,0.6667,0,1,0.6783,0,0,1,0,0,0,0,1
0.2929,0.7885,0,0.9319,0,1,0,0.151,1,0,0,0,1,0,0,1
0.1313,0.5962,0.95,0.9747,0.3333,0,1,0.3837,1,1,0,0,0,1,0,0
0.8687,0.2115,0.85,0.6518,0,0,1,0.1477,0,0,0,1,0,0,1,0
0.6162,0.7308,0.55,0.6595,1,0,1,0.0653,0,0,0,0,1,0,0,1
0.4848,0.75,0.95,0.0398,0.3333,0,1,0.8742,1,0,0,0,1,1,0,0
0.5455,0.1538,0.05,0.9017,0,0,0,0.2891,1,0,0,1,0,0,1,0
0.2121,0.7115,0.25,0.8768,0.6667,1,1,0.3455,0,1,0,0,0,1,0,0
0.8081,0.9808,0.85,0.2587,0.3333,1,1,0.4581,0,0,0,1,0,0,0,1
0.4545,0.8077,0.6,0.1591,0,0,0,0.4982,1,1,0,0,0,1,0,0
0.5152,0.7692,0.2,0.4515,1,1,1,0.0704,0,1,0,0,0,0,0,1
0.5556,0.5,0.7,0.0676,1,0,0,0.7067,0,0,1,0,0,0,0,1
1,0.3269,0.05,0.2281,0,0,0,0.8993,1,0,0,0,1,1,0,0
0.1717,0.5,0.5,0.4257,0.6667,0,0,0.65,0,1,0,0,0,0,0,1
0.7677,0.7692,1,0.9176,1,1,0,0.0497,1,1,0,0,0,1,0,0
0.9091,0.9423,0.85,0.4368,0,0,1,0.6424,0,1,0,0,0,0,1,0
0.8182,0.5,0.4,0.0723,0,0,1,0.7008,1,0,0,0,1,0,0,1
0.4545,0.5,0.85,0.1012,0,0,0,0.7217,0,0,1,0,0,0,0,1
0.8283,0.5,0.9,0.9077,0.3333,0,0,0.5153,1,1,0,0,0,0,1,0
0.5253,0.6731,0.15,0.5837,0,1,0,0.4982,1,0,0,1,0,0,0,1
0.6263,0.2308,0.65,0.4378,0.6667,1,0,0.4299,1,0,0,0,1,0,0,1
0.5859,0.1923,0.1,0.5533,0.6667,0,0,0.4187,1,0,0,1,0,0,0,1
0.2424,0.4231,0.85,0.2634,0.6667,1,1,0.1647,0,1,0,0,0,0,1,0
0.4949,0.6538,0.8,0.5684,0.6667,1,0,0.4336,1,0,1,0,0,0,0,1
0.303,0.1538,0.95,0.3783,0,1,0,0.155,1,1,0,0,0,0,0,1
0.1111,0.3462,0.9,0.4319,0.3333,1,1,0.4333,0,0,1,0,0,0,1,0
0.3939,0.5,0.35,0.621,0.3333,0,0,0.5149,1,0,0,0,1,0,1,0
0.4444,0.5962,0.65,0.298,0.3333,1,0,0.7616,1,0,1,0,0,1,0,0
0.5152,0.5385,0.15,0.3277,1,0,0,0.8824,0,0,0,1,0,0,0,1
0.7677,0.6923,1,0.5412,0,0,0,0.5126,1,0,0,1,0,0,1,0
0.6667,0.6154,0.8,0.0516,0.6667,1,0,0.0646,0,1,0,0,0,1,0,0
0.9495,0.5577,0.9,0.6632,1,1,1,0.5884,0,0,0,0,1,0,0,1
1,0.7115,0.35,0.7619,0.3333,1,0,0.8551,0,0,0,1,0,0,0,1
0.4848,0.7885,0.7,0.7563,1,0,1,0.4424,1,0,0,1,0,1,0,0
1,0.6154,0.8,0.3482,0.6667,0,1,0.1419,0,0,0,0,1,0,1,0
0.5152,0.5,0.9,0.7642,0.3333,0,0,0.3426,0,0,0,1,0,0,0,1
0.5152,0.3654,0.3,0.1822,0.3333,1,0,0.8103,0,1,0,0,0,0,0,1
0.8081,0.1923,0.25,0.0197,1,0,1,0.4982,1,0,0,0,1,1,0,0
0.9596,0.75,0.65,0.1645,1,1,0,0.5774,1,0,0,0,1,1,0,0
0.5253,0.5,0.25,0.5838,1,1,0,0.4805,1,0,0,1,0,1,0,0
0.2525,0.25,0.7,0.2465,1,1,1,0.2265,1,0,0,0,1,0,1,0
0.8283,0.8462,0.2,0.2971,0.6667,0,0,0.4253,0,1,0,0,0,0,0,1
0.7374,0.3462,0.7,0.8871,0.6667,0,1,0.9972,1,1,0,0,0,1,0,0
0.2323,0.5,0.15,0.9882,0.3333,0,1,0.4982,0,0,0,1,0,0,0,1
0.9899,0.9423,0.75,0.8392,0.6667,0,0,0.8792,0,0,1,0,0,0,1,0
0.5051,0.5,0.1,0.7727,0.6667,1,1,0.7957,0,1,0,0,0,0,0,1
0.2323,0.5769,0.2,0.7782,0.3333,0,1,0.4459,1,0,1,0,0,1,0,0
0.7374,0.0769,0.7,0.9304,0.6667,1,0,0.6132,1,0,0,0,1,0,1,0
0.6869,0.8462,0.3,0.1017,0.6667,0,1,0.7627,0,0,1,0,0,0,0,1
0.2121,0.0769,0.45,0.7824,1,0,1,0.1374,0,1,0,0,0,1,0,0
0.9192,0.0192,0.35,0.3991,1,1,1,0.1093,0,0,0,1,0,0,0,1
0.8384,0.8077,0.4,0.7421,0,1,0,0.2258,1,0,0,1,0,1,0,0
0.1111,0.0769,0.7,0.5329,0,0,1,0.6506,1,1,0,0,0,1,0,0
0.1212,0.0962,0.75,0.2195,1,1,1,0.7959,1,1,0,0,0,1,0,0
0.1414,0.8269,0.8,0.9428,0.6667,1,0,0.0255,1,0,0,0,1,0,0,1
0.4646,0.0769,0.4,0.2001,1,1,1,0.4982,1,0,0,1,0,1,0,0
0.2626,0.1923,0.15,0.4545,0.6667,1,1,0.7579,1,0,0,1,0,0,0,1
0.303,0.8462,0.9,0.4062,1,0,0,0.105,0,0,0,1,0,0,0,1
0.3232,0.6538,0.25,0.1568,0,1,1,0.1338,0,0,0,1,0,0,1,0
0.3636,0.75,0.05,0.8359,1,1,1,0.6092,0,0,0,1,0,0,0,1
0.0404,0.5,0.2,0.3422,0,0,1,0.6493,1,0,1,0,0,1,0,0
0.7475,0.7308,0.7,0.4048,0.3333,0,1,0.4878,0,0,1,0,0,1,0,0
0.798,0.9808,1,0.3241,0,0,1,0.4982,0,0,1,0,0,0,0,1
0.4949,0.6346,0.45,0.4602,0.3333,1,0,0.3954,1,0,0,0,1,0,1,0
0.404,0.8077,0.3,0.2567,1,0,0,0.2054,0,0,0,0,1,0,0,1
0.5657,0.9423,0.3,0.9172,1,1,0,0.8312,0,1,0,0,0,0,0,1
0.4242,0.9808,1,0.9763,0.3333,1,0,0.2656,1,0,0,1,0,1,0,0
0.4747,0.3269,0.5,0.1341,0,0,1,0.3077,0,0,0,1,0,0,0,1
0.3838,0.1923,0.1,0.202,0.6667,1,0,0.7154,1,0,1,0,0,0,1,0
0.0404,0.0192,0.5,0.8573,1,1,0,0.5812,1,0,1,0,0,1,0,0
0.7374,0.7115,0.25,0.5721,0.6667,1,1,0.2816,1,1,0,0,0,1,0,0
0.0202,0.9615,0.4,0.7169,0.6667,0,1,0.4912,0,0,1,0,0,0,0,1
0.0505,0.7885,0.75,0.4583,1,0,0,0.3944,0,0,0,1,0,1,0,0
0.8384,0.5,0.5,0.592,0.3333,0,0,0.1827,1,0,0,0,1,1,0,0
0,0.5,0.35,0.1532,0.6667,0,0,0.0117,0,0,0,0,1,1,0,0
0.7172,0.5,0.55,0.1407,0.6667,1,1,0.3669,0,0,0,0,1,0,1,0
0.4444,0.25,0.65,0.0678,1,0,0,0.2013,1,0,0,0,1,1,0,0
0.0303,0,0.95,0.4118,0.6667,0,1,0.0658,0,0,0,0,1,0,1,0
0.798,0.2692,0.7,0.8003,0.3333,1,1,0.5104,0,0,1,0,0,1,0,0
0.9394,0.7115,0.6,0.7983,0,0,0,0.8185,0,0,1,0,0,0,1,0
0.1212,0.4615,1,0.9624,0,1,0,0.7726,1,0,0,1,0,0,0,1
0.3232,0.25,0.7,0.4969,0.6667,0,1,0.5994,0,0,0,0,1,0,1,0
0.4646,0.25,0.9,0.6195,1,0,1,0.8414,0,0,0,1,0,1,0,0
0.8182,0.7885,0.9,0.9218,0,1,1,0.5362,0,1,0,0,0,0,0,1
0.6768,0.4615,0.3,0.133,0,1,1,0.536,1,0,0,0,1,1,0,0
0.0505,0.5,0.85,0.6787,0.3333,0,0,0.3566,1,0,1,0,0,0,0,1
0.7172,0.4423,0.75,0.8967,0,1,1,0.9138,1,1,0,0,0,1,0,0
0.7475,0.9423,0.95,0.9864,0.3333,0,0,0.8225,1,0,1,0,0,1,0,0
0.4545,0.6346,0.8,0.276,1,1,0,0.8201,0,0,0,0,1,0,1,0
0.2626,0.8077,0.7,0.8263,1,0,0,0.6576,1,1,0,0,0,1,0,0
0.697,0.5,0.15,0.9586,1,1,0,0.2124,1,0,1,0,0,0,1,0
0.0808,0.4038,0.6,0.9579,0.3333,0,1,0.2753,0,0,0,0,1,0,0,1
0.2525,0.0192,0.75,0.7468,0.6667,1,1,0.7226,1,0,0,1,0,0,0,1
0.2929,0.7308,1,0.5709,0,0,0,0.2989,1,0,0,1,0,1,0,0
0.5152,0.4423,0.4,0.1993,0.3333,1,1,0.794,0,1,0,0,0,0,0,1
0.4545,0.1154,0.9,0.5557,0.6667,0,1,0.088,0,0,0,1,0,0,0,1
0.3333,0.5192,1,0.799,0.6667,0,0,0.3097,1,0,1,0,0,1,0,0
0.7475,0.5192,0.7,0.0097,0.3333,1,1,0.4207,0,0,1,0,0,0,0,1
0.5859,0.0962,0.05,0.5008,0.3333,1,1,0.1002,1,1,0,0,0,0,1,0
0.0808,0.5,0.3,0.3987,0.3333,0,1,0.4982,0,0,0,1,0,0,0,1
0.0202,0.5769,1,0.7545,0.3333,0,0,0.0404,1,0,0,0,1,1,0,0
0.5152,0.2692,0.3,0.6231,0,0,0,0.9194,1,1,0,0,0,1,0,0
0.5455,0.7115,0.15,0.3585,0,0,1,0.4824,1,1,0,0,0,1,0,0
0.0606,0.1346,0.4,0.8597,0,0,0,0.8048,1,0,0,0,1,1,0,0
0.8384,0.6923,0.55,0.7648,0.3333,1,1,0.4714,0,0,0,0,1,0,1,0
0.5758,0.3269,0.1,0.4113,0.6667,0,1,0.4942,0,1,0,0,0,0,0,1
0.1515,0.9808,0.1,0.2497,0.3333,0,1,0.4982,0,1,0,0,0,1,0,0
0.1515,0.8846,1,0.7326,0.6667,1,0,0.1254,0,0,1,0,0,0,0,1
0.5152,0.9231,0.65,0.2136,0,0,1,0.2628,1,0,1,0,0,1,0,0
0.4242,0.4038,0.85,0.4007,1,1,0,0.4649,0,0,0,1,0,0,0,1
0.899,0.0769,0.1,0.1528,0.3333,0,0,0.8487,0,0,1,0,0,0,1,0
0.6869,0.5,1,0.8237,0.3333,0,0,0.5343,0,0,0,1,0,0,1,0
0.1919,0.9808,0.8,0.7192,0.6667,1,0,0.0336,1,0,0,1,0,1,0,0
0.3737,0.9423,1,0.6573,1,1,1,0.6192,0,0,0,0,1,0,1,0
0.9798,0.8462,0,0.2747,0.3333,1,1,0.8401,0,0,1,0,0,1,0,0
0.2222,0.4038,0.15,0.9394,1,1,0,0.9107,0,0,1,0,0,0,1,0
0.2323,0.3269,0.6,0.423,0.3333,1,0,0.6668,0,0,0,0,1,0,0,1
0.9596,0.8269,0.35,0.5191,0,1,1,0.7805,1,0,1,0,0,1,0,0
0.5455,0.6731,0.85,0.7914,0,0,0,0.7265,0,0,0,1,0,0,0,1
0.7475,0.3846,0.9,0.9052,0,1,1,0.4543,0,0,0,0,1,0,0,1
0.101,0.9423,0.3,0.9243,0.3333,0,0,0.1566,1,0,0,1,0,1,0,0
0.3939,0.3462,0.2,0.7628,0,1,1,0.125,0,0,0,1,0,0,0,1
0.8384,0.6346,0.9,0.2197,0,1,0,0.9108,0,0,1,0,0,0,1,0
0.2929,0.7115,0.2,0.8309,1,0,1,0.7436,0,1,0,0,0,0,0,1
0.0707,0.9808,0.8,0.5311,0,1,1,0.9262,1,1,0,0,0,1,0,0
0.4949,0.5,0.2,0.061,0,1,0,0.4885,0,0,1,0,0,0,0,1
0.6566,0.5,0.55,0.3098,1,0,0,0.6843,0,0,1,0,0,1,0,0
0.5859,0.1346,0.6,0.9363,0.6667,0,1,0.4384,0,0,1,0,0,0,1,0
0.2626,0.7885,0.05,0.5458,0.6667,1,0,0.0676,0,0,0,0,1,0,0,1
0.0606,0.5577,0.75,0.7142,0,1,0,0.9635,1,0,0,1,0,0,0,1
0,0.9038,0.3,0.3094,0.3333,1,0,0.9307,0,1,0,0,0,0,0,1
0.4545,0.4615,0.1,0.9603,1,0,1,0.9188,0,0,1,0,0,0,0,1
0.9192,0.0962,0.25,0.55,0.3333,1,1,0.1101,0,0,0,0,1,0,0,1
0.7374,0.8077,0.3,0.465,1,0,0,0.3833,1,0,0,1,0,1,0,0
0.7374,0,0.8,0.6148,0,1,0,0.3437,1,1,0,0,0,0,1,0
0.5152,0.4038,0.45,0.8857,0,1,1,0.4855,0,0,0,0,1,0,1,0
0.6768,0.5,0.35,0.1765,0.6667,0,1,0.5873,0,1,0,0,0,1,0,0
0.6465,0.4231,0.3,0.1875,0,1,1,0.1843,1,1,0,0,0,1,0,0
0.5758,0.5,0.55,0.5302,1,0,1,0.2818,1,0,1,0,0,1,0,0
0.5859,0.7692,0.25,0.7081,0.6667,0,1,0.9723,0,0,0,0,1,1,0,0
0.2929,0,1,0.7503,0.3333,1,0,0.0175,1,0,1,0,0,1,0,0
0.9899,0.25,0.45,0.6567,1,1,0,0.6193,1,0,0,1,0,1,0,0
0.404,0.8654,0.4,0.4847,0,0,1,0.2213,1,0,0,1,0,1,0,0
0.4242,0.2885,0.45,0.7904,0,1,0,0.3452,0,0,1,0,0,0,0,1
0.5859,0.1538,0.2,0.2766,1,0,1,0.6642,1,1,0,0,0,0,1,0
0.2626,0.5769,0.55,0.9158,0,0,1,0.7574,1,1,0,0,0,1,0,0
0.5253,0.3654,0.2,0.665,1,0,0,0.8038,0,0,0,1,0,0,1,0
0.4444,0.2885,0.5,0.9752,0,0,0,0.5893,1,0,0,0,1,0,1,0
0.4242,0.6538,0.9,0.0222,1,1,0,0.8267,1,0,0,1,0,0,0,1
0.303,0.7308,0.55,0.0012,1,0,0,0.9325,0,0,0,0,1,0,0,1
0.7576,0,0.25,0.0124,1,0,0,0.3165,1,1,0,0,0,1,0,0
0.4747,0.5192,0.1,0.2414,1,0,1,0.1902,0,0,0,0,1,1,0,0
0.6465,0.8654,0.75,0.7368,1,0,0,0.6045,0,1,0,0,0,0,1,0
0.5051,0,0.55,0.5638,0.6667,0,0,0.4939,1,0,0,0,1,0,0,1
0.1515,0.4423,0.55,0.2666,0.6667,0,1,0.0642,0,0,0,0,1,0,1,0
0.4848,0.75,0.8,0.5941,1,1,0,0.3362,1,0,0,0,1,1,0,0
0.101,0.9038,0.65,0.8424,0.6667,1,0,0.9245,1,0,0,0,1,0,1,0
0.2121,0.6731,0.65,0.2776,1,1,1,0.8785,1,0,0,1,0,1,0,0
0.0505,0.6154,0.5,0.9575,1,0,1,0.5412,1,0,0,0,1,1,0,0
0.8687,0.4231,0.85,0.0379,0,0,1,0.4698,1,1,0,0,0,1,0,0
0.101,0.8077,0.65,0.7407,0.3333,1,0,0.8507,0,1,0,0,0,0,1,0
0.303,0.8269,0.95,0.6809,0.3333,1,0,0.8384,1,0,1,0,0,1,0,0
0.7273,0.4038,0.6,0.5242,0.3333,0,1,0.8865,1,0,0,1,0,1,0,0
0.5455,0.9423,0.75,0.3596,1,0,1,0.3534,0,0,0,0,1,0,1,0
0.6263,0.5962,0.15,0.786,0.6667,0,1,0.256,0,1,0,0,0,1,0,0
0.2121,0.5577,0.6,0.7847,1,0,1,0.9709,0,0,0,1,0,0,0,1
0.8384,0.8462,0.5,0.6691,0,0,0,0.5132,1,0,0,1,0,0,0,1
0.3131,0.5385,0.4,0.2803,0.6667,0,1,0.5151,0,0,0,1,0,1,0,0
0.7576,0.5,0.45,0.6718,0,1,1,0.5378,0,0,0,1,0,1,0,0
0.9798,0.4038,0.5,0.1452,1,1,1,0.8563,0,0,1,0,0,0,0,1
0.1818,0.5,0.25,0.7233,0,0,0,0.5305,1,0,0,0,1,0,1,0
0.6869,0.0577,0.9,0.7544,0,1,1,0.0508,1,1,0,0,0,1,0,0
0.6566,0.4423,0.95,0.2427,1,1,0,0.1351,0,0,1,0,0,1,0,0
0.2929,0.7115,0.6,0.6058,0,0,1,0.6963,0,0,0,0,1,0,1,0
0.5556,0.2308,0.85,0.409,0.3333,0,0,0.6208,1,0,0,0,1,0,0,1
0.101,0.5,0.25,0.8938,1,1,0,0.4839,1,0,1,0,0,0,1,0
0.3838,0.5192,0.05,0.5071,0.6667,0,1,0.1946,0,0,1,0,0,0,1,0
0.5354,0.2308,0.35,0.8316,0.6667,0,1,0.7523,1,0,1,0,0,1,0,0
0.2121,0.9808,0.75,0.6427,0.3333,1,0,0.3173,0,1,0,0,0,1,0,0
0.798,0.2308,0.75,0.3878,1,1,0,0.0785,1,0,0,1,0,1,0,0
0.8384,0.5769,0.05,0.6775,0.6667,1,0,0.6556,1,0,0,0,1,0,1,0
0.4545,0.6923,1,0.4759,0.3333,1,0,0.3162,1,0,0,1,0,0,0,1
0.596,0.3846,0.95,0.913,0,1,0,0.2331,1,1,0,0,0,0,0,1
0.5152,0.9423,0.25,0.327,1,1,0,0.338,0,0,1,0,0,0,0,1
0.9091,0.0577,0.4,0.4921,0.3333,1,0,0.2695,1,1,0,0,0,1,0,0
0.6162,0.75,0.2,0.6773,0.3333,1,1,0.378,0,0,0,0,1,0,0,1
0.8081,0.0385,0.75,0.0809,0.6667,0,1,0.2908,1,0,0,0,1,0,0,1
0.0606,0.3654,0.1,0.3899,0.6667,1,1,0.0925,0,0,0,1,0,1,0,0
0.8081,0.25,0.35,0.3465,0,0,0,0.4982,0,1,0,0,0,0,0,1
0.5051,0.9231,0.3,0.8536,1,1,1,0.2824,1,1,0,0,0,0,0,1
0.899,0.6346,0.75,0.8802,0.6667,1,1,0.7141,0,1,0,0,0,0,0,1
0.3434,0.8846,0.2,0.935,1,1,1,0.9633,0,1,0,0,0,0,0,1
0.4444,0.2692,0.75,0.4692,0.6667,1,0,0.5207,1,0,1,0,0,0,0,1
0.2727,0.1346,0.35,0.8453,0,1,0,0.7892,1,0,0,0,1,0,1,0
0.3434,0.2115,0.7,0.018,0,0,1,0.9621,1,0,1,0,0,0,1,0
0.0606,0.0192,1,0.2645,1,1,1,0.7419,1,1,0,0,0,1,0,0
0.303,0.5,0.65,0.3868,0.6667,0,0,0.6416,1,0,0,0,1,0,1,0
0.3838,0.2308,0.9,0.7637,0.6667,0,1,0.4821,0,0,0,1,0,0,0,1
0.5253,0.2308,0.2,0.8558,0.6667,1,0,0.9356,1,0,0,0,1,0,0,1
0.9091,0.5,0.7,0.079,1,1,0,0.366,1,0,0,1,0,1,0,0
0.0909,0,0.95,0.9859,0,0,0,0.4982,1,1,0,0,0,0,0,1
0.9697,0.2885,0.2,0.4241,0.3333,1,1,0.5437,0,0,0,1,0,0,0,1
0.7576,0.5577,0.55,0.8511,0.6667,1,1,0.0523,0,0,1,0,0,0,1,0
0.4848,0.7692,0.6,0.6854,0,0,0,0.3878,0,1,0,0,0,0,0,1
0.1414,0.25,0,0.4663,1,1,0,0.3319,1,0,0,0,1,0,1,0
0.9394,0.6923,0.95,0.0284,0.6667,0,1,0.983,0,0,1,0,0,0,0,1
0.3838,0.1923,0.7,0.4943,0,1,1,0.3941,1,0,0,1,0,0,0,1
0.8081,0.9615,0.75,0.8734,0.3333,0,1,0.9697,0,1,0,0,0,0,1,0
0.9697,0.4808,0.05,0.6943,0,0,1,0.5948,0,0,1,0,0,0,1,0
0.3131,0.8462,0.45,0.0717,1,0,1,0.9761,0,0,1,0,0,0,1,0
0.5354,0.7308,0.65,0.1771,1,1,1,0.4982,1,0,0,0,1,0,1,0
0.6768,1,0.75,0.0351,0.3333,1,0,0.0932,0,0,1,0,0,0,0,1
0.5152,0.2308,1,0.1152,1,1,0,0.4931,1,1,0,0,0,1,0,0
0.5152,0.1923,0.75,0.3374,0.3333,0,0,0.7161,1,0,1,0,0,1,0,0
0.7879,0.6731,0.5,0.0043,0.6667,1,0,0.6094,0,0,1,0,0,0,1,0
0.2929,0.4808,0.6,0.8285,0.3333,1,0,0.1208,1,0,0,0,1,1,0,0
0.8283,0.4808,0.4,0.721,0,0,1,0.8226,0,0,1,0,0,0,0,1
0.596,0.0192,0.45,0.3178,0.3333,1,0,0.9441,1,1,0,0,0,0,1,0
0.7374,0.7308,0.65,0.8268,0.6667,1,1,0.0251,0,0,1,0,0,0,0,1
0.1919,0.9808,0.8,0.7508,0.3333,1,0,0.015,1,0,1,0,0,1,0,0
0.7273,0.9231,0,0.3241,1,0,0,0.7629,0,0,0,1,0,0,0,1
0.0202,0.3077,0.35,0.1438,0,1,0,0.4049,1,0,1,0,0,1,0,0
0.899,0.4808,0.75,0.98,1,0,1,0.7043,0,0,0,1,0,0,1,0
0.1111,0.7115,0.5,0.666,0.3333,1,0,0.8839,1,0,1,0,0,0,1,0
1,0.25,0.1,0.3867,1,1,1,0.2806,1,0,0,0,1,0,0,1
0.2424,0.9615,0,0.4897,0.6667,0,0,0.5041,1,0,0,1,0,0,1,0
0.5455,0.4423,0.4,0.7545,0.3333,1,1,0.8511,1,0,1,0,0,0,0,1
1,0.4615,0.05,0.1884,1,1,1,0.4807,0,0,0,1,0,0,1,0
0.9293,0.0385,0.55,0.5146,1,1,1,0.9027,1,0,0,0,1,1,0,0
0.6566,0.6731,0.85,0.5938,1,0,0,0.564,0,0,1,0,0,1,0,0
0.4949,0.2885,0.6,0.0389,0,0,1,0.8284,1,0,0,1,0,0,1,0
0.4848,0.5769,0.5,0.3267,1,1,1,0.7739,0,1,0,0,0,0,0,1
0.5455,0.4423,0.75,0.1416,1,0,0,0.4762,1,0,0,1,0,1,0,0
0.9495,0.9231,0.8,0.1796,0.3333,0,1,0.1871,1,0,0,0,1,1,0,0
0.4242,0.5,0.15,0.5582,1,1,1,0.342,0,1,0,0,0,0,0,1
0.2929,0.2308,0.7,0.4954,0.3333,1,1,0.681,1,0,0,0,1,0,0,1
0.8384,0.6538,0.95,0.3704,0.6667,1,0,0.4952,0,0,1,0,0,0,1,0
0.4949,0.5192,0,0.0714,1,1,0,0.6287,0,1,0,0,0,0,1,0
0.6768,0.0769,0.15,0.4039,1,0,1,0.6693,0,1,0,0,0,1,0,0
0.596,0.5577,0.15,0.5614,0.3333,0,0,0.1032,1,0,1,0,0,0,1,0
0.4949,0.1538,0.55,0.3388,0.6667,0,0,0.1509,1,1,0,0,0,1,0,0
0.4242,0.1346,0.2,0.3024,0.6667,0,1,0.8184,1,0,0,0,1,0,1,0
0.1919,0.0769,0.95,0.3207,0,0,0,0.9274,1,1,0,0,0,0,0,1
0.5051,0.3462,0.9,0.2336,1,0,0,0.9236,0,0,1,0,0,0,1,0
0.9596,0.0577,0.6,0.1307,0,0,1,0.1795,0,0,1,0,0,0,1,0
0.9091,0.3269,0.15,0.679,0.6667,1,0,0.7463,0,0,0,0,1,0,0,1
0.7172,0.5,0.15,0.2102,0,1,1,0.9722,1,1,0,0,0,1,0,0
0.0606,0.75,0.55,0.1599,1,0,1,0.2293,0,0,0,1,0,0,1,0
0.9697,0.75,0.7,0.4369,0.3333,1,1,0.8442,0,0,0,1,0,0,0,1
0.8889,0.7885,0.75,0.7011,0.3333,1,0,0.9044,0,0,0,1,0,0,1,0
0.697,0.1923,0.55,0.9043,0.6667,1,0,0.6408,1,0,0,0,1,0,1,0
0.4949,0.7308,0.15,0.3845,0.3333,0,0,0.2921,0,0,0,1,0,1,0,0
0.8485,0.7308,0.55,0.5085,0.3333,1,1,0.154,0,0,0,0,1,0,0,1
0.3434,0.0769,1,0.1145,0,1,0,0.5592,0,0,1,0,0,0,1,0
0.2828,0.5,0.6,0.5667,0,1,0,0.3815,1,0,0,1,0,1,0,0
0.9899,0.4423,0.3,0.124,0,1,0,0.2044,0,1,0,0,0,1,0,0
0.2424,0.0962,0.25,0.9775,0.3333,0,0,0.129,1,1,0,0,0,1,0,0
0.8283,0.3269,0,0.8668,0,0,0,0.3828,0,1,0,0,0,0,1,0
0.5253,0.1346,0.3,0.4917,1,1,1,0.073,1,0,0,0,1,1,0,0
0.5354,0.1346,0.15,0.6289,0.6667,1,1,0.5478,1,0,0,1,0,0,0,1
0.0505,0.8269,0.95,0.4608,0.6667,0,1,0.4149,0,0,1,0,0,0,0,1
0.5455,0.1923,0.9,0.2431,0.3333,1,0,0.4297,1,0,0,1,0,0,0,1
